"EmployeeID","Age","Department...3","Gender","MaritalStatus","DistanceFromHome","MonthlyIncome","YearsAtCompany","OverTime","JobSatisfaction","PerformanceRating","Attrition","MonthlyIncome_capped","Age_norm","DistanceFromHome_norm","MonthlyIncome_norm","YearsAtCompany_norm","OverTime_enc","Attrition_enc","Department...20","DepartmentHuman Resources","DepartmentResearch & Development","DepartmentSales","GenderMale","MaritalStatusDivorced","MaritalStatusMarried","MaritalStatusSingle"
1018,32,"Research & Development","Female","Married",10,5438,6.1,"No",3,3,"No",5438,0.333333333333333,0.321428571428571,0.369534704560085,0.231939163498099,0,0,0,0,1,0,0,0,1,0
1019,44,"Research & Development","Female","Divorced",16,5573,0,"Yes",3,3,"Yes",5573,0.619047619047619,0.535714285714286,0.380932279409437,0,1,1,0,0,1,0,0,1,0,0
1020,26,"Sales","Male","",5,2410,0.9,"No",3,3,"No",2410,0.19047619047619,0.142857142857143,0.113891322013149,0.0342205323193916,0,0,0,0,0,1,1,0,0,0
1021,40,"Research & Development","Female","Married",1,5905,6.2,"Yes",2,3,"No",5905,0.523809523809524,0,0.408961870890805,0.23574144486692,1,0,0,0,1,0,0,0,1,0
1022,25,"Sales","Male","Single",6,4263,5.5,"No",4,3,"No",4263,0.166666666666667,0.178571428571429,0.270333590130544,0.209125475285171,0,0,0,0,0,1,1,0,0,1
1023,41,"Sales","Female","Divorced",8,11613,16.9,"No",4,3,"No",11613,0.547619047619048,0.25,0.890868220817459,0.642585551330798,0,0,0,0,0,1,0,1,0,0
1024,37,"Research & Development","Female","Divorced",8,27001.5307252745,7.2,"Yes",2,3,"No",12905.625,0.452380952380952,0.25,1,0.273764258555133,1,0,0,0,1,0,0,1,0,0
1025,22,"Research & Development","Female","Divorced",4,4908,15.1,"No",1,3,"No",4908,0.0952380952380952,0.107142857142857,0.324788669966335,0.574144486692015,0,0,0,0,1,0,0,1,0,0
1026,37,"Research & Development","Male","Married",4,4934,6.1,"Yes",2,3,"No",4934,0.452380952380952,0.107142857142857,0.32698375845584,0.231939163498099,1,0,0,0,1,0,1,0,1,0
1027,30,"Sales","Male","Divorced",3,3660,1.8,"No",4,3,"No",3660,0.285714285714286,0.0714285714285714,0.219424422470108,0.0684410646387833,0,0,0,0,0,1,1,1,0,0
1028,30,"Research & Development","Male","Divorced",15,4837,0.6,"No",4,3,"No",4837,0.285714285714286,0.5,0.31879438986038,0.0228136882129278,0,0,0,0,1,0,1,1,0,0
1029,39,"","Male","Single",5,3559,7.6,"No",3,3,"No",3559,0.5,0.142857142857143,0.210897347953186,0.288973384030418,0,0,1,0,0,0,1,0,0,1
1030,47,"Sales","Female","",5,7050,5.2,"No",3,3,"No",7050,0.69047619047619,0.142857142857143,0.505630190909379,0.197718631178707,0,0,0,0,0,1,0,0,0,0
1031,28,"Research & Development","Female","Single",2,2981,0.2,"No",3,3,"No",2981,0.238095238095238,0.0357142857142857,0.162098842301888,0.00760456273764259,0,0,0,0,1,0,0,0,0,1
1032,38,"Sales","Female","Married",3,7753,2.2,"No",2,4,"No",7753,0.476190476190476,0.0714285714285714,0.564982006606372,0.0836501901140684,0,0,0,0,0,1,0,0,1,0
1033,41,"Sales","Female","Single",14,10177,15.7,"No",3,4,"No",10177,0.547619047619048,0.464285714285714,0.769631795012506,0.596958174904943,0,0,0,0,0,1,0,0,0,1
1034,43,"","Female","",7,7299,3.5,"Yes",4,3,"No",7299,0.595238095238095,0.214285714285714,0.526652384520405,0.133079847908745,1,0,1,0,0,0,0,0,0,0
1035,39,"Human Resources","Female","Single",9,6212,2.8,"No",4,3,"No",6212,0.5,0.285714285714286,0.434880800363034,0.106463878326996,0,0,0,1,0,0,0,0,0,1
1036,34,"Research & Development","Female","Married",4,2309,3.1,"Yes",4,3,"No",2309,0.380952380952381,0.107142857142857,0.105364247496227,0.11787072243346,1,0,0,0,1,0,0,0,1,0
1037,30,"Sales","Female","Single",6,5512,1.2,"Yes",4,3,"Yes",5512,0.285714285714286,0.178571428571429,0.375782264107137,0.0456273764258555,1,1,0,0,0,1,0,0,0,1
1038,38,"Sales","Male","Married",2,6028,2.3,"No",3,3,"No",6028,0.476190476190476,0.0357142857142857,0.41934632797577,0.0874524714828897,0,0,0,0,0,1,1,0,1,0
1039,27,"Research & Development","Male","Single",7,5147,2.3,"Yes",3,4,"No",5147,0.214285714285714,0.214285714285714,0.344966598773705,0.0874524714828897,1,0,0,0,1,0,1,0,0,1
1040,18,"Research & Development","Male","",3,6374,0.3,"No",4,3,"No",6374,0,0.0714285714285714,0.448557890182256,0.0114068441064639,0,0,0,0,1,0,1,0,0,0
1041,41,"Sales","Female","Married",4,4689,7.3,"No",4,4,"No",4689,0.547619047619048,0.107142857142857,0.306299270766276,0.277566539923954,0,0,0,0,0,1,0,0,1,0
1042,45,"Research & Development","Female","Married",6,9272,2.7,"Yes",2,3,"No",9272,0.642857142857143,0.178571428571429,0.693225830281668,0.102661596958175,1,0,0,0,1,0,0,0,1,0
1043,18,"Sales","Male","Single",17,5079,8.6,"No",2,3,"No",5079,0,0.571428571428571,0.339225598108847,0.326996197718631,0,0,0,0,0,1,1,0,0,1
1044,28,"Human Resources","Female","Married",1,6374,9.5,"Yes",2,3,"Yes",6374,0.238095238095238,0,0.448557890182256,0.361216730038023,1,1,0,1,0,0,0,0,1,0
1045,43,"Sales","Female","Divorced",10,5852,1.2,"No",3,3,"No",5852,0.595238095238095,0.321428571428571,0.40448726743143,0.0456273764258555,0,0,0,0,0,1,0,1,0,0
1046,56,"Research & Development","Male","Married",2,8314,5.4,"No",2,3,"No",8314,0.904761904761905,0.0357142857142857,0.612345262091455,0.20532319391635,0,0,0,0,1,0,1,0,1,0
1047,37,"Sales","Male","Single",4,5045,3.2,"No",3,3,"No",5045,0.452380952380952,0.107142857142857,0.336355097776418,0.121673003802281,0,0,0,0,0,1,1,0,0,1
1048,30,"Research & Development","Female","Single",1,8144,10.6,"No",1,3,"No",8144,0.285714285714286,0,0.597992760429309,0.403041825095057,0,0,0,0,1,0,0,0,0,1
1049,35,"Research & Development","Male","Divorced",2,9610.48732675114,1.2,"Yes",3,3,"No",9610.48732675114,0.404761904761905,0.0357142857142857,0.721803123927616,0.0456273764258555,1,0,0,0,1,0,1,1,0,0
1050,49,"Sales","Female","Single",4,9341,5.7,"No",4,3,"No",9341,0.738095238095238,0.107142857142857,0.699051257426892,0.216730038022814,0,0,0,0,0,1,0,0,0,1
1051,31,"Human Resources","Male","Divorced",1,5081,4.7,"No",2,3,"No",5081,0.30952380952381,0,0.339394451069578,0.178707224334601,0,0,0,1,0,0,1,1,0,0
1052,30,"Research & Development","Female","Married",4,2840,1.7,"No",4,3,"No",2840,0.285714285714286,0.107142857142857,0.150194708570343,0.064638783269962,0,0,0,0,1,0,0,0,1,0
1053,33,"Human Resources","Female","Divorced",16,3870,0.7,"No",3,3,"Yes",3870,0.357142857142857,0.535714285714286,0.237153983346877,0.026615969581749,0,1,0,1,0,0,0,1,0,0
1054,28,"Research & Development","Female","Married",1,7441,5.3,"No",4,4,"No",7441,0.238095238095238,0,0.538640944732315,0.201520912547528,0,0,0,0,1,0,0,0,1,0
1055,38,"Research & Development","Female","Divorced",9,6442,6.7,"Yes",2,3,"Yes",6442,0.476190476190476,0.285714285714286,0.454298890847114,0.254752851711027,1,1,0,0,1,0,0,1,0,0
1056,52,"Human Resources","Male","Married",3,7783,1.9,"Yes",4,3,"No",7783,0.80952380952381,0.0714285714285714,0.567514801017339,0.0722433460076046,1,0,0,1,0,0,1,0,1,0
1057,40,"Sales","Male","Married",6,5864,5.2,"No",3,3,"No",5864,0.523809523809524,0.178571428571429,0.405500385195817,0.197718631178707,0,0,0,0,0,1,1,0,1,0
1058,35,"Sales","Male","Married",2,6552,2.5,"No",4,3,"No",6552,0.404761904761905,0.0357142857142857,0.463585803687327,0.0950570342205323,0,0,0,0,0,1,1,0,1,0
1059,34,"Sales","Female","Married",1,7618,6.2,"No",4,3,"No",7618,0.380952380952381,0,0.553584431757021,0.23574144486692,0,0,0,0,0,1,0,0,1,0
1060,23,"Sales","Female","Married",1,6258,1.1,"No",2,3,"No",6258,0.119047619047619,0,0.43876441845985,0.0418250950570342,0,0,0,0,0,1,0,0,1,0
1061,45,"Research & Development","Female","Divorced",1,9327,11,"No",1,3,"No",9327,0.642857142857143,0,0.697869286701774,0.418250950570342,0,0,0,0,1,0,0,1,0,0
1062,36,"Sales","Male","Divorced",1,30597.2882300883,1.7,"Yes",2,3,"No",12905.625,0.428571428571429,0,1,0.064638783269962,1,0,0,0,0,1,1,1,0,0
1063,35,"Research & Development","Male","Married",7,5492,2.3,"No",3,3,"No",5492,0.404761904761905,0.214285714285714,0.374093734499826,0.0874524714828897,0,0,0,0,1,0,1,0,1,0
1064,60,"Research & Development","Male","Married",13,9589,0.3,"Yes",2,4,"No",9589,1,0.428571428571429,0.719989024557552,0.0114068441064639,1,0,0,0,1,0,1,0,1,0
1065,40,"Sales","Male","Married",10,4272,0.6,"No",2,4,"No",4272,0.523809523809524,0.321428571428571,0.271093428453835,0.0228136882129278,0,0,0,0,0,1,1,0,1,0
1066,37,"Research & Development","Female","Married",7,6318,3.6,"No",3,3,"No",6318,0.452380952380952,0.214285714285714,0.443830007281784,0.136882129277567,0,0,0,0,1,0,0,0,1,0
1067,33,"Sales","Male","Single",1,4568,1.6,"No",1,3,"No",4568,0.357142857142857,0,0.296083666642042,0.0608365019011407,0,0,0,0,0,1,1,0,0,1
1068,37,"Research & Development","Male","Single",2,9034,9,"Yes",2,3,"No",9034,0.452380952380952,0.0357142857142857,0.673132327954663,0.342205323193916,1,0,0,0,1,0,1,0,0,1
1069,38,"Sales","Female","Married",2,5073,0.1,"No",3,3,"No",5073,0.476190476190476,0.0357142857142857,0.338719039226653,0.00380228136882129,0,0,0,0,0,1,0,0,1,0
1070,24,"Human Resources","Male","Single",2,4438,2.4,"No",1,3,"Yes",4438,0.142857142857143,0.0357142857142857,0.285108224194519,0.091254752851711,0,1,0,1,0,0,1,0,0,1
1071,45,"Research & Development","Male","Single",4,6301,2.1,"No",3,3,"No",6301,0.642857142857143,0.107142857142857,0.442394757115569,0.0798479087452472,0,0,0,0,1,0,1,0,0,1
1072,31,"Sales","Female","Single",5,4417,0.1,"Yes",3,4,"No",4417,0.30952380952381,0.142857142857143,0.283335268106842,0.00380228136882129,1,0,0,0,0,1,0,0,0,1
1073,54,"Sales","Male","Single",3,9432,0.7,"No",3,4,"No",9432,0.857142857142857,0.0714285714285714,0.706734067140159,0.026615969581749,0,0,0,0,0,1,1,0,0,1
1074,47,"Research & Development","Female","Single",3,8403,2.7,"No",4,3,"No",8403,0.69047619047619,0.0714285714285714,0.61985921884399,0.102661596958175,0,0,0,0,1,0,0,0,0,1
1075,33,"Research & Development","Female","Divorced",11,6794,3.4,"Yes",3,3,"No",6794,0.357142857142857,0.357142857142857,0.484017011935794,0.129277566539924,1,0,0,0,1,0,0,1,0,0
1076,49,"Research & Development","Female","Married",9,6374,2.6,"Yes",3,3,"Yes",6374,0.738095238095238,0.285714285714286,0.448557890182256,0.0988593155893536,1,1,0,0,1,0,0,0,1,0
1077,38,"Research & Development","Male","Married",2,4896,3.8,"Yes",3,3,"No",4896,0.476190476190476,0.0357142857142857,0.323775552201948,0.144486692015209,1,0,0,0,1,0,1,0,1,0
1078,45,"Sales","Female","Married",15,8748,4.5,"No",4,3,"No",8748,0.642857142857143,0.5,0.648986354570111,0.171102661596958,0,0,0,0,0,1,0,0,1,0
1079,41,"Research & Development","Male","Single",18,6574,0,"No",4,3,"No",6574,0.547619047619048,0.607142857142857,0.465443186255369,0,0,0,0,0,1,0,1,0,0,1
1080,29,"Sales","Male","Divorced",2,7114,3.1,"No",4,4,"No",7114,0.261904761904762,0.0357142857142857,0.511033485652775,0.11787072243346,0,0,0,0,0,1,1,1,0,0
1081,31,"Research & Development","Male","Married",3,8964,16.6,"Yes",4,3,"No",8964,0.30952380952381,0.0714285714285714,0.667222474329073,0.631178707224335,1,0,0,0,1,0,1,0,1,0
1082,37,"Research & Development","Female","Single",4,6811,3.7,"No",2,3,"No",6811,0.452380952380952,0.107142857142857,0.485452262102008,0.140684410646388,0,0,0,0,1,0,0,0,0,1
1083,34,"Sales","Male","Married",17,3956,5.7,"No",2,3,"No",3956,0.380952380952381,0.571428571428571,0.244414660658315,0.216730038022814,0,0,0,0,0,1,1,0,1,0
1084,33,"Sales","Male","Divorced",13,4376,1.9,"No",1,3,"No",4376,0.357142857142857,0.428571428571429,0.279873782411853,0.0722433460076046,0,0,0,0,0,1,1,1,0,0
1085,28,"Sales","Female","Divorced",1,7785,7.4,"No",4,3,"No",7785,0.238095238095238,0,0.56768365397807,0.281368821292776,0,0,0,0,0,1,0,1,0,0
1086,41,"Sales","Male","Married",3,7150,7.4,"Yes",4,3,"No",7150,0.547619047619048,0.0714285714285714,0.514072838945935,0.281368821292776,1,0,0,0,0,1,1,0,1,0
1087,56,"Research & Development","Male","Married",5,9316,3.7,"No",4,3,"No",9316,0.904761904761905,0.142857142857143,0.696940595417753,0.140684410646388,0,0,0,0,1,0,1,0,1,0
1088,27,"Research & Development","Male","Single",4,9839,18.7,"No",2,3,"No",9839,0.214285714285714,0.107142857142857,0.741095644648944,0.711026615969582,0,0,0,0,1,0,1,0,0,1
1089,37,"Research & Development","Male","Divorced",1,5511,0.7,"No",4,3,"No",5511,0.452380952380952,0,0.375697837626772,0.026615969581749,0,0,0,0,1,0,1,1,0,0
1090,50,"Research & Development","Male","Single",12,4653,0.1,"No",2,4,"No",4653,0.761904761904762,0.392857142857143,0.303259917473115,0.00380228136882129,0,0,0,0,1,0,1,0,0,1
1091,36,"Sales","Male","Divorced",7,7378,7.4,"No",1,3,"No",7378,0.428571428571429,0.214285714285714,0.533322076469285,0.281368821292776,0,0,0,0,0,1,1,1,0,0
1092,41,"Research & Development","Female","Married",11,3643,8.2,"No",3,3,"No",3643,0.547619047619048,0.357142857142857,0.217989172303893,0.311787072243346,0,0,0,0,1,0,0,0,1,0
1093,27,"Research & Development","Male","Married",12,3510,0.6,"Yes",3,3,"No",3510,0.214285714285714,0.392857142857143,0.206760450415273,0.0228136882129278,1,0,0,0,1,0,1,0,1,0
1094,41,"Research & Development","Male","Married",8,3339,1.5,"Yes",3,3,"Yes",3339,0.547619047619048,0.25,0.192323522272761,0.0570342205323194,1,1,0,0,1,0,1,0,1,0
1095,35,"Research & Development","Female","Single",3,6384,0.1,"No",4,3,"No",6384,0.404761904761905,0.0714285714285714,0.449402154985911,0.00380228136882129,0,0,0,0,1,0,0,0,0,1
1096,46,"Research & Development","Male","Single",6,6374,1.7,"No",1,4,"No",6374,0.666666666666667,0.178571428571429,0.448557890182256,0.064638783269962,0,0,0,0,1,0,1,0,0,1
1097,37,"Research & Development","Female","",1,9390,7.4,"Yes",3,4,"No",9390,0.452380952380952,0,0.703188154964805,0.281368821292776,1,0,0,0,1,0,0,0,0,0
1098,60,"","Male","",7,11082,3.6,"Yes",3,3,"No",11082,1,0.214285714285714,0.846037759743343,0.136882129277567,1,0,1,0,0,0,1,0,0,0
1099,42,"Sales","Male","Married",1,4692,2.1,"Yes",2,3,"No",4692,0.571428571428571,0,0.306552550207373,0.0798479087452472,1,0,0,0,0,1,1,0,1,0
1100,40,"Sales","Male","Married",7,8566,2.3,"No",4,3,"No",8566,0.523809523809524,0.214285714285714,0.633620735143578,0.0874524714828897,0,0,0,0,0,1,1,0,1,0
1101,39,"Sales","Male","",2,6418,0,"Yes",4,3,"Yes",6418,0.5,0.0357142857142857,0.452272655318341,0,1,1,0,0,0,1,1,0,0,0
1102,34,"Research & Development","Male","Divorced",1,4695,1.8,"No",4,3,"No",4695,0.380952380952381,0,0.306805829648469,0.0684410646387833,0,0,0,0,1,0,1,1,0,0
1103,40,"Sales","Male","Divorced",1,8663,5.2,"Yes",4,3,"Yes",8663,0.523809523809524,0,0.641810103739038,0.197718631178707,1,1,0,0,0,1,1,1,0,0
1104,34,"Research & Development","Male","Divorced",1,9166,18.3,"No",4,3,"No",9166,0.380952380952381,0,0.684276623362918,0.695817490494297,0,0,0,0,1,0,1,1,0,0
1105,39,"Human Resources","Male","Divorced",8,7073,9.4,"Yes",2,3,"Yes",7073,0.5,0.25,0.507571999957787,0.357414448669202,1,1,0,1,0,0,1,1,0,0
1106,49,"Sales","Male","Single",8,5342,0.1,"No",4,3,"No",5342,0.738095238095238,0.25,0.361429762444991,0.00380228136882129,0,0,0,0,0,1,1,0,0,1
1107,28,"","Male","Married",4,6897,11.4,"Yes",2,4,"Yes",6897,0.238095238095238,0.107142857142857,0.492712939413447,0.433460076045627,1,1,1,0,0,0,1,0,1,0
1108,47,"Research & Development","Male","Married",1,7055,7.6,"No",2,3,"Yes",7055,0.69047619047619,0,0.506052323311207,0.288973384030418,0,1,0,0,1,0,1,0,1,0
1109,49,"Sales","Male","Married",1,10715,7.6,"Yes",1,3,"Yes",10715,0.738095238095238,0,0.815053241449181,0.288973384030418,1,1,0,0,0,1,1,0,1,0
1110,36,"Sales","Female","Single",1,5357,3.1,"No",4,3,"No",5357,0.428571428571429,0,0.362696159650474,0.11787072243346,0,0,0,0,0,1,0,0,0,1
1111,18,"Sales","Male","Married",1,3904,2.5,"No",4,3,"No",3904,0,0,0.240024483679306,0.0950570342205323,0,0,0,0,0,1,1,0,1,0
1112,32,"Sales","Female","Single",13,3954,1.8,"No",2,3,"No",3954,0.333333333333333,0.428571428571429,0.244245807697584,0.0684410646387833,0,0,0,0,0,1,0,0,0,1
1113,49,"Human Resources","Female","Single",2,3594,0.3,"No",4,3,"No",3594,0.738095238095238,0.0357142857142857,0.21385227476598,0.0114068441064639,0,0,0,1,0,0,0,0,0,1
1114,37,"Research & Development","Male","Married",4,6374,1.3,"No",4,4,"No",6374,0.452380952380952,0.107142857142857,0.448557890182256,0.0494296577946768,0,0,0,0,1,0,1,0,1,0
1115,28,"Research & Development","Female","Married",1,1322,1.4,"No",1,3,"No",1322,0.238095238095238,0,0.0220353113754129,0.0532319391634981,0,0,0,0,1,0,0,0,1,0
1116,32,"Research & Development","Female","",2,5232,3.3,"No",2,3,"No",5232,0.333333333333333,0.0357142857142857,0.352142849604779,0.125475285171103,0,0,0,0,1,0,0,0,0,0
1117,45,"Research & Development","Male","Single",4,6103,6.9,"No",4,3,"Yes",6103,0.642857142857143,0.107142857142857,0.425678314003187,0.262357414448669,0,1,0,0,1,0,1,0,0,1
1118,42,"Sales","Male","Divorced",6,9481,3.2,"No",2,3,"No",9481,0.571428571428571,0.178571428571429,0.710870964678071,0.121673003802281,0,0,0,0,0,1,1,1,0,0
1119,35,"Research & Development","Female","Single",2,6012,0.3,"No",3,3,"No",6012,0.404761904761905,0.0357142857142857,0.417995504289921,0.0114068441064639,0,0,0,0,1,0,0,0,0,1
1120,37,"Research & Development","Female","Single",1,10109,15.8,"No",1,4,"No",10109,0.452380952380952,0,0.763890794347647,0.600760456273764,0,0,0,0,1,0,0,0,0,1
1121,33,"","Male","Divorced",3,11201,14.3,"No",3,3,"No",11201,0.357142857142857,0.0714285714285714,0.856084510906846,0.543726235741445,0,0,1,0,0,0,1,1,0,0
1122,29,"Research & Development","Male","Divorced",2,5246,7.7,"Yes",4,3,"No",5246,0.261904761904762,0.0357142857142857,0.353324820329896,0.29277566539924,1,0,0,0,1,0,1,1,0,0
1123,52,"Sales","Male","Divorced",1,15690,23.7,"No",4,3,"No",12905.625,0.80952380952381,0,1,0.901140684410646,0,0,0,0,0,1,1,1,0,0
1124,34,"","Male","Married",19,27407.0558736574,3.9,"No",4,3,"No",12905.625,0.380952380952381,0.642857142857143,1,0.14828897338403,0,0,1,0,0,0,1,0,1,0
1125,48,"Sales","Female","Married",6,12271,16.5,"Yes",4,4,"No",12271,0.714285714285714,0.178571428571429,0.946420844898002,0.627376425855513,1,0,0,0,0,1,0,0,1,0
1126,51,"Research & Development","Male","Married",5,8509,0.4,"No",4,4,"No",8509,0.785714285714286,0.142857142857143,0.62880842576274,0.0152091254752852,0,0,0,0,1,0,1,0,1,0
1127,46,"Research & Development","Male","Single",3,7764,2.3,"Yes",4,3,"No",7764,0.666666666666667,0.0714285714285714,0.565910697890393,0.0874524714828897,1,0,0,0,1,0,1,0,0,1
1128,33,"Research & Development","Female","Married",3,5188,1.3,"No",1,3,"No",5188,0.357142857142857,0.0714285714285714,0.348428084468694,0.0494296577946768,0,0,0,0,1,0,0,0,1,0
1129,41,"Sales","Male","Married",5,3163,1.1,"Yes",3,3,"Yes",3163,0.547619047619048,0.142857142857143,0.177464461728421,0.0418250950570342,1,1,0,0,0,1,1,0,1,0
1130,37,"Research & Development","Male","Single",7,3620,0.8,"No",1,3,"Yes",3620,0.452380952380952,0.214285714285714,0.216047363255485,0.0304182509505703,0,1,0,0,1,0,1,0,0,1
1131,29,"Research & Development","Female","Married",7,5351,4.9,"No",4,4,"No",5351,0.261904761904762,0.214285714285714,0.362189600768281,0.186311787072243,0,0,0,0,1,0,0,0,1,0
1132,40,"Sales","Female","Married",1,7940,7.6,"No",3,3,"No",7940,0.523809523809524,0,0.580769758434733,0.288973384030418,0,0,0,0,0,1,0,0,1,0
1133,26,"Sales","Male","Single",4,3270,4.3,"No",3,3,"No",3270,0.19047619047619,0.107142857142857,0.186498095127537,0.163498098859316,0,0,0,0,0,1,1,0,0,1
1134,48,"Sales","Male","Single",3,9998,0.8,"No",2,3,"No",9998,0.714285714285714,0.0714285714285714,0.754519455027069,0.0304182509505703,0,0,0,0,0,1,1,0,0,1
1135,33,"Human Resources","Male","Married",12,9480,8.3,"No",4,3,"No",9480,0.357142857142857,0.392857142857143,0.710786538197706,0.315589353612167,0,0,0,1,0,0,1,0,1,0
1136,39,"Sales","Male","Single",6,7708,5.1,"Yes",4,3,"No",7708,0.5,0.178571428571429,0.561182814989922,0.193916349809886,1,0,0,0,0,1,1,0,0,1
1137,40,"Research & Development","Male","Divorced",5,6123,2.5,"No",3,3,"No",6123,0.523809523809524,0.142857142857143,0.427366843610498,0.0950570342205323,0,0,0,0,1,0,1,1,0,0
1138,35,"Research & Development","Male","Married",1,6182,5.6,"Yes",4,3,"No",6182,0.404761904761905,0,0.432348005952067,0.212927756653992,1,0,0,0,1,0,1,0,1,0
1139,42,"Research & Development","Male","Married",6,4477,1.5,"No",2,3,"No",4477,0.571428571428571,0.178571428571429,0.288400856928776,0.0570342205323194,0,0,0,0,1,0,1,0,1,0
1140,33,"Human Resources","Male","Married",1,5151,2.1,"No",3,3,"No",5151,0.357142857142857,0,0.345304304695168,0.0798479087452472,0,0,0,1,0,0,1,0,1,0
1141,45,"Human Resources","Male","Married",2,10502,12.5,"No",4,3,"Yes",10502,0.642857142857143,0.0357142857142857,0.797070401131315,0.475285171102662,0,1,0,1,0,0,1,0,1,0
1142,25,"Sales","Male","Single",1,2072,1.7,"No",3,3,"No",2072,0.166666666666667,0,0.0853551716495879,0.064638783269962,0,0,0,0,0,1,1,0,0,1
1143,38,"Research & Development","Male","Married",7,6521,3.2,"No",4,3,"No",6521,0.476190476190476,0.214285714285714,0.460968582795994,0.121673003802281,0,0,0,0,1,0,1,0,1,0
1144,37,"Sales","Male","Married",1,10437,11,"No",2,3,"No",10437,0.452380952380952,0,0.791582679907553,0.418250950570342,0,0,0,0,0,1,1,0,1,0
1145,28,"Sales","Male","Single",3,3008,6.2,"Yes",1,4,"No",3008,0.238095238095238,0.0714285714285714,0.164378357271758,0.23574144486692,1,0,0,0,0,1,1,0,0,1
1146,31,"Sales","Female","Divorced",14,2874,0.3,"No",4,3,"No",2874,0.30952380952381,0.464285714285714,0.153065208902772,0.0114068441064639,0,0,0,0,0,1,0,1,0,0
1147,42,"Research & Development","Female","Married",1,5040,0.8,"Yes",1,3,"Yes",5040,0.571428571428571,0,0.33593296537459,0.0304182509505703,1,1,0,0,1,0,0,0,1,0
1148,39,"Research & Development","Female","Married",4,7852,0,"No",4,3,"No",7852,0.5,0.107142857142857,0.573340228162563,0,0,0,0,0,1,0,0,0,1,0
1149,40,"Sales","Female","Divorced",3,7725,5,"No",4,3,"No",7725,0.523809523809524,0.0714285714285714,0.562618065156136,0.190114068441065,0,0,0,0,0,1,0,1,0,0
