EmployeeID,Age,Department,Gender,MaritalStatus,DistanceFromHome,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,PerformanceRating,Attrition
1107,28.0,,Male,Married,4.0,6897.0,11.4,Yes,2,4,Yes
1108,47.0,Research & Development,Male,Married,1.0,7055.0,7.6,No,2,3,Yes
1109,49.0,Sales,Male,Married,1.0,10715.0,7.6,Yes,1,3,Yes
1110,36.0,Sales,Female,Single,1.0,5357.0,3.1,No,4,3,No
1111,18.0,Sales,Male,Married,1.0,3904.0,2.5,No,4,3,No
1112,32.0,Sales,Female,Single,13.0,3954.0,1.8,No,2,3,No
1113,49.0,Human Resources,Female,Single,2.0,3594.0,0.3,No,4,3,No
1114,37.0,Research & Development,Male,Married,,,1.3,No,4,4,No
1115,28.0,Research & Development,Female,Married,1.0,1322.0,1.4,No,1,3,No
1116,32.0,Research & Development,Female,,2.0,5232.0,3.3,No,2,3,No
1117,45.0,Research & Development,Male,Single,4.0,6103.0,6.9,No,4,3,Yes
1118,42.0,Sales,Male,Divorced,6.0,9481.0,3.2,No,2,3,No
1119,35.0,Research & Development,Female,Single,2.0,6012.0,0.3,No,3,3,No
1120,,Research & Development,Female,Single,1.0,10109.0,15.8,No,1,4,No
1121,33.0,,Male,Divorced,3.0,11201.0,14.3,No,3,3,No
1122,29.0,Research & Development,Male,Divorced,2.0,5246.0,7.7,Yes,4,3,No
1123,52.0,Sales,Male,Divorced,1.0,15690.0,23.7,No,4,3,No
1124,34.0,,Male,Married,19.0,27407.055873657435,3.9,No,4,3,No
1125,48.0,Sales,Female,Married,6.0,12271.0,16.5,Yes,4,4,No
1126,51.0,Research & Development,Male,Married,5.0,8509.0,0.4,No,4,4,No
1127,46.0,Research & Development,Male,Single,3.0,7764.0,2.3,Yes,4,3,No
1128,33.0,Research & Development,Female,Married,3.0,5188.0,1.3,No,1,3,No
1129,41.0,Sales,Male,Married,5.0,3163.0,1.1,Yes,3,3,Yes
1130,37.0,Research & Development,Male,Single,7.0,3620.0,0.8,No,1,3,Yes
1131,29.0,Research & Development,Female,Married,7.0,5351.0,4.9,No,4,4,No
1132,40.0,Sales,Female,Married,1.0,7940.0,7.6,No,3,3,No
1133,26.0,Sales,Male,Single,4.0,3270.0,4.3,No,3,3,No
1134,48.0,Sales,Male,Single,3.0,9998.0,0.8,No,2,3,No
1135,33.0,Human Resources,Male,Married,12.0,9480.0,8.3,No,4,3,No
1136,39.0,Sales,Male,Single,6.0,7708.0,5.1,Yes,4,3,No
1137,40.0,Research & Development,Male,Divorced,5.0,6123.0,2.5,No,3,3,No
1138,35.0,Research & Development,Male,Married,1.0,6182.0,5.6,Yes,4,3,No
1139,42.0,Research & Development,Male,Married,6.0,4477.0,1.5,No,2,3,No
1140,33.0,Human Resources,Male,Married,1.0,5151.0,2.1,No,3,3,No
1141,45.0,Human Resources,Male,Married,2.0,10502.0,12.5,No,4,3,Yes
1142,25.0,Sales,Male,Single,1.0,2072.0,1.7,No,3,3,No
1143,38.0,Research & Development,Male,Married,7.0,6521.0,3.2,No,4,3,No
1144,,Sales,Male,Married,1.0,10437.0,11.0,No,2,3,No
1145,28.0,Sales,Male,Single,3.0,3008.0,6.2,Yes,1,4,No
1146,31.0,Sales,Female,Divorced,14.0,2874.0,0.3,No,4,3,No
1147,42.0,Research & Development,Female,Married,1.0,5040.0,0.8,Yes,1,3,Yes
1148,39.0,Research & Development,Female,Married,,7852.0,0.0,No,4,3,No
1149,40.0,Sales,Female,Divorced,3.0,7725.0,5.0,No,4,3,No
1150,41.0,Sales,Male,Divorced,1.0,4307.0,3.0,No,2,3,No
1151,43.0,Human Resources,Male,Married,9.0,6474.0,0.7,Yes,3,3,No
1152,47.0,Sales,Male,,1.0,9189.0,15.8,No,2,3,No
1153,41.0,Sales,Female,Married,4.0,8214.0,3.8,Yes,3,3,No
1154,,Research & Development,Female,Married,5.0,4323.0,1.4,No,1,3,Yes
1155,43.0,Human Resources,Male,Married,6.0,6585.0,3.5,Yes,2,3,Yes
1156,54.0,Sales,Male,Married,7.0,10804.0,5.7,No,3,3,No
1157,36.0,Research & Development,Male,Single,2.0,2869.0,0.4,No,3,3,No
1158,28.0,Research & Development,Male,Divorced,1.0,2164.0,1.6,No,4,3,No
1159,47.0,Sales,Female,Divorced,8.0,7975.0,8.2,No,4,3,Yes
1160,36.0,Research & Development,Female,Single,5.0,7303.0,3.1,No,4,3,No
1161,18.0,Research & Development,Male,Married,11.0,1621.0,4.0,No,3,4,Yes
1162,45.0,Research & Development,Female,Single,10.0,2472.0,2.8,No,4,3,No
1163,32.0,Research & Development,Female,Single,11.0,3573.0,0.2,No,3,3,No
1164,36.0,Research & Development,Male,Married,4.0,5803.0,0.9,No,4,3,No
1165,40.0,Sales,Male,Single,2.0,7955.0,2.9,No,4,3,No
1166,39.0,Research & Development,Male,Married,9.0,4745.0,1.2,No,2,3,No
1167,43.0,Sales,Male,Divorced,4.0,4988.0,0.3,Yes,4,3,No
1168,33.0,Sales,Male,Married,1.0,,9.3,No,4,3,No
1169,,Sales,Male,Single,12.0,9540.0,19.9,Yes,4,4,No
1170,35.0,Research & Development,Male,Single,13.0,6722.0,7.9,No,4,3,Yes
1171,44.0,Research & Development,Male,Married,4.0,9266.0,9.6,No,2,3,No
1172,43.0,Sales,Female,Divorced,1.0,6664.0,1.4,No,3,3,No
1173,29.0,Research & Development,Male,Married,3.0,8725.0,16.2,No,1,3,No
1174,47.0,Sales,Male,Single,10.0,6417.0,1.1,No,4,3,No
1175,32.0,Research & Development,Male,Married,14.0,5733.0,15.1,No,1,3,Yes
1176,44.0,Sales,Female,Married,1.0,13838.0,26.3,No,4,3,No
1177,40.0,Research & Development,Male,Married,1.0,7990.0,6.2,Yes,1,4,Yes
1178,54.0,Research & Development,Male,Single,13.0,12312.0,19.9,No,2,3,No
1179,35.0,Human Resources,Female,Married,3.0,6098.0,4.2,Yes,3,3,No
1180,34.0,Sales,Female,Married,5.0,5615.0,1.5,No,4,4,No
1181,37.0,Sales,Female,Divorced,,5281.0,2.9,No,2,3,No
1182,,Sales,Male,Single,1.0,6251.0,4.5,No,3,3,No
1183,44.0,Human Resources,Male,,6.0,,0.4,No,3,4,No
1184,22.0,Research & Development,Female,Divorced,1.0,4385.0,4.9,No,2,3,Yes
1185,28.0,Sales,Female,Single,3.0,11580.0,19.9,Yes,1,4,Yes
1186,27.0,Research & Development,Female,Divorced,10.0,4200.0,1.1,No,4,3,No
1187,46.0,Research & Development,Female,Married,3.0,7745.0,7.9,No,3,3,No
1188,52.0,Research & Development,Male,Single,29.0,11081.0,11.9,No,1,4,No
1189,36.0,Research & Development,Female,Single,5.0,10772.0,14.4,No,4,3,No
1190,35.0,Sales,Male,Married,2.0,7100.0,16.1,No,4,3,No
1191,38.0,Sales,Male,Single,1.0,7934.0,3.7,Yes,3,3,No
1192,47.0,Research & Development,Male,Married,3.0,48270.17515224121,18.9,No,3,4,No
1193,29.0,Human Resources,Male,Single,3.0,6943.0,7.1,No,4,3,Yes
1194,39.0,Research & Development,Male,Married,1.0,7131.0,0.9,Yes,4,3,No
1195,46.0,Sales,Male,Single,3.0,4922.0,3.2,No,4,3,No
1196,42.0,Sales,Female,Divorced,4.0,6521.0,6.3,Yes,3,3,No
1197,39.0,Research & Development,Male,Divorced,8.0,5077.0,1.4,Yes,3,3,No
1198,46.0,Research & Development,Female,Divorced,6.0,6469.0,5.1,Yes,4,3,No
1199,18.0,Research & Development,Male,Married,7.0,7027.0,5.5,No,2,3,No
1200,43.0,Research & Development,Male,Single,1.0,4530.0,0.9,No,3,3,No
1201,31.0,Research & Development,Male,Married,1.0,4697.0,4.2,No,4,3,No
1202,21.0,Sales,Male,Single,7.0,5757.0,7.4,No,4,3,Yes
1203,42.0,Sales,Male,Single,4.0,4802.0,3.5,No,3,3,No
1204,49.0,Research & Development,Male,Single,1.0,5661.0,0.1,No,4,4,No
1205,36.0,Research & Development,Male,Married,10.0,5136.0,0.0,No,1,3,No
1206,46.0,Sales,Female,Married,9.0,6131.0,2.2,Yes,3,3,No
1207,52.0,Sales,Male,Married,5.0,10990.0,13.0,No,4,3,No
1208,49.0,Research & Development,Female,Married,1.0,5881.0,1.3,Yes,2,3,No
1209,52.0,Sales,Male,Single,9.0,6058.0,5.0,No,2,3,No
1210,44.0,Sales,Female,Divorced,5.0,6557.0,1.3,No,4,3,No
1211,38.0,Research & Development,Female,Married,9.0,8197.0,1.9,Yes,2,3,No
1212,23.0,Research & Development,Female,Married,8.0,6418.0,9.4,Yes,2,4,Yes
1213,35.0,Research & Development,Male,Single,10.0,7153.0,6.5,No,4,3,No
1214,29.0,Sales,Male,Married,4.0,5034.0,0.5,No,4,3,Yes
1215,,,Male,Married,1.0,6256.0,2.8,Yes,4,3,No
1216,35.0,Sales,Female,Single,7.0,7129.0,0.1,No,4,4,No
1217,38.0,Sales,Female,Single,6.0,6358.0,3.3,Yes,1,3,No
1218,42.0,Research & Development,Female,Married,8.0,9718.0,5.4,No,4,3,No
1219,37.0,Research & Development,Male,Married,1.0,3890.0,0.6,No,3,3,No
1220,52.0,Research & Development,Female,Single,1.0,9902.0,1.7,Yes,4,3,No
1221,31.0,,Female,Divorced,13.0,6098.0,2.5,Yes,3,3,No
1222,39.0,Research & Development,Male,Single,8.0,10260.0,12.6,Yes,3,3,No
1223,30.0,Sales,Male,Married,14.0,13041.0,25.0,No,3,4,No
1224,,Research & Development,Female,Divorced,9.0,3037.0,0.2,Yes,3,4,No
1225,31.0,Sales,Female,Married,5.0,8381.0,7.2,No,4,3,No
1226,37.0,Sales,Female,Married,6.0,5796.0,2.3,Yes,3,4,No
1227,33.0,Human Resources,Male,Married,13.0,2224.0,2.5,No,3,3,Yes
1228,31.0,Research & Development,Female,Single,5.0,4834.0,7.0,No,3,3,No
1229,24.0,Research & Development,Male,Divorced,6.0,7316.0,12.5,No,3,3,No
1230,36.0,Research & Development,Male,Married,1.0,10410.0,15.1,No,4,3,No
1231,23.0,Research & Development,Male,Divorced,4.0,4520.0,4.3,No,4,3,No
1232,44.0,Research & Development,Female,,8.0,8218.0,2.2,No,4,3,No
1233,38.0,,Female,,2.0,4668.0,7.7,No,4,3,No
1234,24.0,Research & Development,Male,Single,1.0,18761.475762489863,1.4,No,4,3,No
1235,34.0,Sales,Male,Married,2.0,3163.0,4.2,Yes,3,3,No
1236,30.0,Research & Development,Female,Married,2.0,5850.0,2.2,No,4,3,No
1237,40.0,Sales,Male,Divorced,1.0,6853.0,5.3,No,4,3,No
1238,49.0,Sales,Female,Married,3.0,7339.0,1.4,Yes,3,3,No
1239,20.0,Research & Development,Male,Divorced,14.0,1829.0,1.1,No,4,4,No
1240,38.0,Sales,Male,Single,4.0,11194.0,12.5,No,4,3,No
1241,36.0,Human Resources,Male,Divorced,1.0,6398.0,0.5,No,3,3,No
1242,43.0,Human Resources,Male,Married,1.0,7600.0,3.5,No,2,4,No
1243,39.0,Human Resources,Female,Married,7.0,5246.0,1.2,No,3,3,No
1244,30.0,Research & Development,Male,Divorced,3.0,4880.0,0.2,Yes,4,3,Yes
1245,34.0,Sales,Male,Married,10.0,3430.0,0.2,No,4,3,No
1246,30.0,Human Resources,Female,Married,6.0,5573.0,1.0,No,3,3,No
1247,47.0,Research & Development,Male,Single,10.0,11989.0,10.1,Yes,4,3,No
1248,37.0,Human Resources,Male,Single,2.0,6981.0,1.7,Yes,3,3,Yes
1249,54.0,Human Resources,Female,Divorced,7.0,10976.0,15.0,No,3,3,No
1250,36.0,Research & Development,Female,Married,2.0,6742.0,4.4,Yes,4,3,Yes
1251,31.0,Sales,Male,Married,17.0,3135.0,2.9,No,4,3,No
1252,23.0,Research & Development,Female,Married,6.0,5464.0,4.3,Yes,2,3,Yes
1253,21.0,Research & Development,Female,Single,2.0,4796.0,3.6,Yes,3,3,No
1254,23.0,Sales,Male,Single,2.0,2780.0,7.1,Yes,3,3,No
1255,39.0,Sales,Male,Married,1.0,3872.0,1.7,No,3,3,No
1256,42.0,Research & Development,Female,Married,7.0,,2.2,No,3,3,No
1257,23.0,Human Resources,Female,Single,1.0,6569.0,11.2,No,3,3,No
1258,45.0,Research & Development,Male,Married,5.0,9036.0,14.6,No,2,3,No
1259,33.0,,Female,Single,2.0,8803.0,11.2,Yes,3,3,No
1260,38.0,Sales,Female,Married,7.0,6222.0,2.7,No,1,3,No
1261,52.0,Research & Development,Male,Single,10.0,,7.6,No,3,3,Yes
1262,45.0,Human Resources,Male,Married,9.0,5726.0,3.2,No,4,4,No
1263,35.0,Sales,Male,Single,9.0,7303.0,3.4,Yes,4,3,No
1264,29.0,Research & Development,Female,Married,1.0,6688.0,1.1,No,3,3,No
1265,18.0,Research & Development,Male,Single,1.0,3350.0,4.5,Yes,1,4,Yes
1266,31.0,Research & Development,Female,,7.0,3492.0,1.0,No,2,3,No
1267,35.0,Research & Development,Female,Married,3.0,5977.0,2.0,No,3,3,No
1268,28.0,Research & Development,Female,Married,3.0,6558.0,9.7,No,2,3,No
1269,36.0,,Male,Married,1.0,4871.0,1.2,No,3,3,No
1270,38.0,Sales,Female,Single,2.0,6149.0,0.4,No,2,3,No
1271,35.0,Research & Development,Male,Married,1.0,1816.0,0.4,No,4,3,No
1272,31.0,Research & Development,Female,Divorced,13.0,10972.0,14.1,No,3,3,No
1273,39.0,Research & Development,Male,Married,2.0,6354.0,3.5,No,2,3,No
1274,41.0,Human Resources,Male,Single,5.0,5553.0,2.6,No,4,3,No
1275,27.0,Research & Development,Female,Married,1.0,6351.0,8.3,No,3,3,No
1276,50.0,Research & Development,Male,Single,7.0,9434.0,9.0,No,1,3,No
1277,36.0,Research & Development,Male,Single,2.0,2763.0,2.0,No,3,3,No
1278,37.0,Research & Development,Female,Divorced,14.0,9087.0,5.9,No,3,3,No
1279,43.0,Research & Development,Female,Single,13.0,8152.0,7.4,Yes,4,4,No
1280,39.0,Research & Development,Female,Married,2.0,7540.0,5.3,No,2,3,No
1281,46.0,Research & Development,Female,Married,14.0,7567.0,0.8,Yes,3,3,No
1282,40.0,Sales,Male,Married,29.0,7248.0,10.4,No,2,3,No
1283,31.0,Research & Development,Male,Married,10.0,6135.0,3.9,No,1,3,No
1284,40.0,Sales,Male,Single,11.0,5334.0,1.7,No,4,3,No
1285,27.0,Research & Development,Male,Single,2.0,5830.0,2.8,No,4,3,No
1286,38.0,Sales,Female,Married,5.0,1779.0,0.2,No,2,3,No
1287,37.0,Research & Development,Female,Single,1.0,4876.0,0.7,No,3,3,Yes
1288,35.0,Research & Development,Male,Married,1.0,6191.0,7.3,No,2,3,No
1289,36.0,Sales,Male,Single,29.0,5308.0,0.0,Yes,4,3,No
1290,20.0,Research & Development,Female,Single,2.0,4390.0,2.7,No,1,4,No
1291,32.0,Sales,Male,Married,8.0,4414.0,3.7,Yes,1,3,No
1292,38.0,Sales,Female,Single,10.0,3937.0,0.3,No,3,3,No
1293,38.0,Research & Development,Male,Married,12.0,11069.0,18.1,No,3,3,No
1294,28.0,Research & Development,Female,Married,29.0,2810.0,1.3,No,3,3,No
1295,48.0,Sales,Male,Married,2.0,7993.0,1.8,Yes,1,3,No
1296,29.0,Research & Development,Female,Single,,3896.0,1.8,Yes,2,3,No
1297,46.0,Research & Development,Female,Single,3.0,1955.0,1.3,No,3,3,No
1298,41.0,Sales,Female,Single,1.0,4698.0,0.0,Yes,2,3,No
1299,31.0,Research & Development,Female,Married,1.0,4777.0,6.5,Yes,4,3,Yes
1300,53.0,Sales,Female,Married,3.0,10203.0,17.0,Yes,1,3,No
1301,26.0,Sales,Female,Single,9.0,2059.0,1.3,No,3,3,No
1302,45.0,Research & Development,Male,Divorced,5.0,7794.0,5.4,No,4,3,No
1303,46.0,Research & Development,Female,Single,2.0,10233.0,6.8,No,2,3,Yes
1304,31.0,Research & Development,Female,Married,6.0,7820.0,9.4,No,3,3,No
1305,50.0,Research & Development,Male,Married,2.0,6375.0,2.7,No,4,3,No
1306,35.0,Human Resources,Female,Divorced,1.0,5854.0,1.8,No,2,4,No
1307,40.0,Research & Development,Female,Married,9.0,5151.0,2.0,No,4,3,No
1308,39.0,Sales,Female,Married,6.0,,6.2,Yes,3,3,No
1309,36.0,Research & Development,Male,Single,9.0,5903.0,8.5,Yes,2,3,No
1310,44.0,Sales,Male,Married,1.0,3342.0,1.0,Yes,3,3,No
1311,44.0,,Female,Single,11.0,5840.0,2.3,No,2,3,Yes
1312,21.0,Sales,Female,Divorced,6.0,7157.0,11.6,No,4,3,No
1313,49.0,Sales,Male,Married,5.0,8945.0,8.2,Yes,4,4,No
1314,22.0,Human Resources,Female,Married,6.0,9706.0,21.0,Yes,4,3,No
1315,46.0,Research & Development,Female,Married,,6891.0,7.0,Yes,4,3,Yes
1316,,Research & Development,Male,Married,5.0,7767.0,2.5,No,4,3,No
1317,27.0,Research & Development,Female,Married,5.0,3179.0,4.5,No,3,3,No
1318,33.0,Sales,Male,Married,28.0,7354.0,5.4,No,3,3,No
1319,27.0,Sales,Male,Single,8.0,2217.0,0.4,No,3,3,No
1320,35.0,Sales,Male,Single,4.0,4776.0,3.9,No,1,4,No
1321,34.0,Research & Development,Female,Single,7.0,4390.0,6.2,Yes,4,3,No
1322,44.0,Research & Development,Male,Single,3.0,,0.9,Yes,3,3,No
1323,49.0,Research & Development,Male,Divorced,2.0,10343.0,7.6,No,1,3,No
1324,50.0,Sales,Male,Single,5.0,8653.0,4.4,No,1,3,No
1325,32.0,Human Resources,Male,Divorced,16.0,10968.0,15.2,No,3,3,No
1326,35.0,Research & Development,Female,Single,16.0,5393.0,0.2,No,3,3,No
1327,22.0,Research & Development,Male,Single,3.0,1849.0,1.5,Yes,3,3,No
1328,30.0,Research & Development,Male,Married,5.0,5054.0,4.6,No,3,3,No
1329,46.0,Research & Development,Female,Married,1.0,5320.0,1.8,No,3,4,No
1330,,Sales,Male,Married,29.0,10781.0,6.3,No,4,4,No
1331,26.0,Research & Development,Male,Married,24.0,4150.0,7.1,No,2,3,No
1332,32.0,Research & Development,Male,Married,,5696.0,0.5,No,1,3,No
1333,37.0,Sales,Male,Single,10.0,7379.0,3.6,No,3,3,No
1334,40.0,Sales,Male,Divorced,8.0,9144.0,3.6,No,3,3,No
1335,30.0,Sales,Male,Divorced,5.0,4130.0,2.3,No,1,3,Yes
1336,41.0,Sales,Male,Married,1.0,11053.0,13.5,No,3,3,No
1337,33.0,Research & Development,Female,Single,4.0,10802.0,8.8,Yes,1,3,No
1338,37.0,Research & Development,Male,Married,7.0,5954.0,6.0,No,3,3,No
1339,42.0,Research & Development,Female,Single,7.0,5282.0,6.3,No,3,3,No
1340,37.0,Sales,Female,Single,3.0,3045.0,3.1,Yes,3,3,Yes
1341,33.0,Research & Development,Male,Single,17.0,9814.0,12.7,No,4,3,No
1342,36.0,Research & Development,Female,Married,1.0,3900.0,5.9,No,2,3,No
1343,36.0,Sales,Male,Divorced,4.0,6377.0,6.5,No,4,3,No
1344,34.0,Research & Development,Female,Married,7.0,8541.0,9.9,No,3,3,No
1345,35.0,Research & Development,Male,Married,7.0,5378.0,1.6,No,3,4,No
1346,51.0,Research & Development,Male,Married,6.0,9968.0,8.2,Yes,4,3,No
